CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODPOSTAL,NCAMAS,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,OBSERVACIONES,CCAA,PROVINCIA,MUNICIPIO,FINALIDAD,PATRIMONIAL,FUNCIONALIDAD,AÑO
070086,HOSPITAL SANT JOAN DE DEU,"SANT JOAN DE DÉU, 7",971265854,,971269308,07007,200,N,N,N,,N,N,S,,S,vlj@ohsjd.es,,BALEARES,ILLES BALEARS,Palma de Mallorca,MÉDICO-QUIRÚRGICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
070099,CLÍNICA ROTGER,"SANTIAGO RUSIÑOL, 9",971448500,,971722704,07012,186,N,N,N,,N,N,S,,N,bartolome.crespi@quironsalud.es,,BALEARES,ILLES BALEARS,Palma de Mallorca,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
070110,CLINICA JUANEDA,"COMPANY, 30",971221257,,971221297,07014,196,N,N,N,,N,N,S,,N,mariajose.sabariego@clinicajuaneda.es,,BALEARES,ILLES BALEARS,Palma de Mallorca,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
070131,POLICLÍNICA MIRAMAR,"CAMINO DE LA VILETA, 30",971767000,,971767379,07011,206,N,N,N,,N,N,S,,S,jose.crespi@juaneda.es,,BALEARES,ILLES BALEARS,Palma de Mallorca,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
070162,HOSPITAL JOAN MARCH,CTRA. PALMA-SÓLLER KM. 12,871202000,871202468,871202497,07110,106,S,N,N,,N,N,N,,S,jaime.ripoll@hsll.es/smoreno@hsll.es,,BALEARES,ILLES BALEARS,Bunyola,GERIATRÍA Y/O LARGA ESTANCIA,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,2019
070184,HOSPITAL CAN MISSES,"CORONA, S/N",971397000,,971397121,07800,245,S,N,N,,N,N,N,,N,amatilla@asef.es,,BALEARES,ILLES BALEARS,Eivissa,GENERAL,SEGURIDAD SOCIAL,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,2019
070197,HOSPITAL RESIDENCIA ASISTIDA CAS SERRES,"COSME VIDAL LLASER, 27. BARRIO CAS SERRES",971392960,971195650,971392999,07800,5,N,N,N,,N,N,N,,S,matur@conselldeivissa.es,,BALEARES,ILLES BALEARS,Eivissa,OTRA FINALIDAD,DIPUTACIÓN O CABILDO,DIPUTACIÓN O CABILDO,2019
070201,"POLICLÍNICA NUESTRA SEÑORA DEL ROSARIO, S.A.","VÍA ROMANA, S/N",971301916,,971301756,07800,70,N,N,N,,N,N,N,,S,rrhh2@grupopoliclinica.es,,BALEARES,ILLES BALEARS,Eivissa,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
070244,CLÍNICA JUANEDA MENORCA,"CANONGE MOLL, S/N",971480505,,971480506,07760,41,N,N,N,,N,N,N,,S,jluis.bosch@juaneda.es,,BALEARES,ILLES BALEARS,Ciutadella de Menorca,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
070260,HOSPITAL GENERAL DE MURO,"VELER, 1. PLAYA DE MURO",971891900,,971892495,07458,85,N,N,N,,N,N,N,,S,miquel.torrens@juaneda.es,,BALEARES,ILLES BALEARS,Muro,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
070295,CLINICA JUANEDA MAHON,"AV. VIVES LLULL, 6",971351115,,971369163,07703,18,N,N,N,,N,N,N,,N,jluis.bosch@juaneda.es,,BALEARES,ILLES BALEARS,Maó-Mahón,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
070309,HOSPITAL MANACOR,"CRTA. MANACOR-ALCUDIA, S/N",971847000,,971847010,07500,224,S,N,N,,N,N,N,,N,gerenciafhm@hmanacor.org,,BALEARES,ILLES BALEARS,Manacor,GENERAL,SEGURIDAD SOCIAL,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,2019
070333,HOSPITAL SON LLATZER,"CTRA. MANACOR, KM.4",871202000,,871202027,07198,419,S,N,N,,N,N,S,,N,jaime.ripoll@hsll.es,,BALEARES,ILLES BALEARS,Palma de Mallorca,GENERAL,SEGURIDAD SOCIAL,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,2019
070344,HOSPITAL QUIRÓNSALUD PALMAPLANAS,"CAMÍ DELS REIS, 308",971918000,,971918012,07010,169,N,N,N,,N,N,S,,S,info.pln@palmaplanas.com,,BALEARES,ILLES BALEARS,Palma de Mallorca,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
070366,HOSPITAL DE FORMENTERA,"VENDA DES BROLLS, S/N",971321212,971397000,971321280,07860,12,N,N,N,,N,N,N,,N,asanzi@asef.es,,BALEARES,ILLES BALEARS,Formentera,GENERAL,COMUNIDAD AUTÓNOMA,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,2019
070377,HOSPITAL COMARCAL D'INCA,"CRTRA VELLA DE LLUBI, S/N",971888514,971888515,971888584,07300,165,S,N,N,,N,N,N,,N,antoni.colombas@hcin.es,,BALEARES,ILLES BALEARS,Inca,GENERAL,COMUNIDAD AUTÓNOMA,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,2019
070388,HOSPITAL MATEU ORFILA,"RONDA MALBÚGER, 1",971487000,,971487011,07703,142,S,N,N,,N,N,N,,N,gerencia@hgmo.es,,BALEARES,ILLES BALEARS,Maó-Mahón,GENERAL,COMUNIDAD AUTÓNOMA,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,2019
070399,HOSPITAL UNIVERSITARI SON ESPASES,"CARRETERA VALDEMOSSA, 79",871205000,,871205500,07120,839,S,N,N,,N,N,S,,N,benigno.marin@ssib.es,,BALEARES,ILLES BALEARS,Palma de Mallorca,GENERAL,SEGURIDAD SOCIAL,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,2019
070412,HOSPITAL DE LLEVANT,"ESCAMARLÁ, 6  (PORTO CRISTO)",971822400,,971822020,07680,70,N,N,N,,N,N,N,,N,msoteras@hllevant.com,,BALEARES,ILLES BALEARS,Manacor,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
070423,HOSPITAL CLINIC BALEAR,PASEO  ARBREDA  S/N,971443030,,971440431,07609,34,N,N,N,,N,N,N,,N,hosrec.bal@quironsalud.es,,BALEARES,ILLES BALEARS,Llucmajor,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
070434,CLÍNICA LUZ DE PALMA,"C/CAMILO JOSÉ CELA, 20",971599167,610212671,,07014,38,N,N,N,,N,N,S,,N,mateo@clincaluz.es,,BALEARES,ILLES BALEARS,Palma de Mallorca,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080044,"HOSPITAL CLÍNIC DE BARCELONA, SEU SABINO DE ARANA","CR SABINO DE ARANA, 1",932275600,932275600,932275605,08028,130,N,N,N,,N,N,S,,Xhup,asalgot@medicina.ub.es,,CATALUÑA,BARCELONA,Barcelona,MATERNO-INFANTIL,DIPUTACIÓN O CABILDO,OTROS PÚBLICOS,2019
080057,HOSPITAL DEL MAR.,"PS MARÍTIM DE LA BARCELONETA, 25",932483000,932483000,932483254,08003,470,S,N,N,,N,N,S,,Xhup,jvarela@imas.imim.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,MUNICIPIO,OTROS PÚBLICOS,2019
080060,HOSPITAL DE L'ESPERANÇA.,"AV SANT JOSEP DE LA MUNTANYA, 12",933674100,933674100,932190003,08024,161,S,N,N,,N,N,S,,Xhup,jvalera@imas.imim.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,MUNICIPIO,OTROS PÚBLICOS,2019
080109,HOSPITAL CLÍNIC DE BARCELONA,"CR VILLARROEL, 170",932275400,932275400,932275454,08036,844,S,N,N,,N,N,S,,Xhup,asalgot@medicina.ub.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,2019
080116,HOSPITAL FREMAP BARCELONA,"CR MADRAZO, 8",934169100,934169100,934160214,08006,62,N,N,N,,N,N,S,,N,admision_barcelona@fremap.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,MATEP,MATEP,2019
080137,CENTRE DE PREVENCIÓ I REHABILITACIÓ ASEPEYO,"AV ALCALDE BARNILS, 54-60",935653900,935653900,,08174,138,N,N,N,,N,N,N,,N,asepeyo@asepeyo.es,,CATALUÑA,BARCELONA,Sant Cugat del Vallès,GENERAL,SEGURIDAD SOCIAL,MATEP,2019
080142,CLÍNICA MC COPÈRNIC,"CR COPÈRNIC, 58",934141992,934141992,932000694,08006,60,N,N,N,,N,N,S,,N,info@mc-mutual.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,MATEP,MATEP,2019
080155,CLÍNICA MC LONDRES,"CR LONDRES, 28-38",934577200,934577200,,08029,22,N,N,N,,N,N,S,,N,info@mc-mutual.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,MATEP,MATEP,2019
080168,HOSPITAL EGARSAT SANT HONORAT,"AV TIBIDABO, 20",932127000,932127000,934186478,08022,14,N,N,N,,N,N,S,,N,egarsat@egarsat.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,SEGURIDAD SOCIAL,MATEP,2019
080174,HOSPITAL DOS DE MAIG,"CR DOS DE MAIG, 301",935072700,935072700,934369026,08025,229,S,N,N,,N,N,S,,Xhup,gerencia.bcn@consorcicreuroja.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO-BENÉFICO (CRUZ ROJA),OTROS PÚBLICOS,2019
080180,HOSPITAL EL PILAR,"CR BALMES, 271",932360500,932360500,,08006,186,N,N,N,,N,N,S,,N,silvia.altisen@quironsalud.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080214,HOSPITAL SANT RAFAEL,"PS VALL D'HEBRON, 107",932112508,932112508,934188448,08035,213,N,N,N,,N,N,S,,Xhup,hsrafael@comb.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
080229,CLÍNICA NOSTRA SENYORA DEL REMEI,"CR ESCORIAL, 148",932850010,932850010,932191083,08024,134,N,N,N,,N,N,S,,N,clinica.remedio@irsjg.org,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
080235,CLÍNICA SAGRADA FAMÍLIA,"CR TORRAS  I  PUJALT, 1",932122300,932122300,932124050,08022,150,N,N,N,,N,N,S,,N,info@clinicasagradafamilia.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080253,HOSPITAL MARE DE DÉU DE LA MERCÈ,"PS UNIVERSAL, 34",934275250,934275250,934271078,08042,113,N,N,N,,N,N,S,,N,administracion@hhscjmerced.com,,CATALUÑA,BARCELONA,Barcelona,PSIQUIÁTRICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
080266,CLÍNICA  SOLARIUM,"CR TICIÀ ., 21",934172007,934172007,934177006,08035,44,N,N,N,,N,N,S,,N,,,CATALUÑA,BARCELONA,Barcelona,GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO-BENÉFICO (IGLESIA),PRIVADO NO BENÉFICO,2019
080291,HOSPITAL DE LA SANTA CREU I SANT PAU,"CR SANT QUINTÍ, 89",935537160,932919000,932919427,08041,644,S,N,N,,N,N,S,,Xhup,gerenciafgs@santpau.cat,,CATALUÑA,BARCELONA,Barcelona,GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080312,NOU HOSPITAL EVANGÈLIC,"CR CAMÈLIES, 15",932859955,932859955,932194026,08024,116,N,N,N,,N,N,S,,N,ablanco@nouhospitalevangelic.com,,CATALUÑA,BARCELONA,Barcelona,GERIATRÍA Y/O LARGA ESTANCIA,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080327,HOSPITAL DE NENS DE BARCELONA,"CR CONSELL  DE  CENT, 437",932310512,932310512,932655017,08009,18,N,N,N,,N,N,S,,N,informacó@hospitaldenens.com,,CATALUÑA,BARCELONA,Barcelona,INFANTIL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080333,INSTITUT GUTTMANN,"CM CAN RUTI, S/N",934977700,934977700,934977707,08916,152,N,N,N,,N,N,N,,Xhup,gerencia@guttmann.com,,CATALUÑA,BARCELONA,Badalona,TRAUMATOLOGÍA Y/O REHABILITACIÓN,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080348,FUNDACIÓ PUIGVERT - IUNA,"CR CARTAGENA ., 340",934169700,934169700,934169730,08025,124,N,N,N,,N,N,S,,Xhup,dirgeneral@fundacio-puigvert.es,,CATALUÑA,BARCELONA,Barcelona,OTROS MONOGRÁFICOS,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080351,HESTIA PALAU.,"CR SANT ANTONI MARIA CLARET ,, 135",934501819,934501819,934358505,08025,317,N,N,N,,N,N,S,,N,secretaria@csspalau.com,,CATALUÑA,BARCELONA,Barcelona,GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080364,HOSPITAL UNIVERSITARI SAGRAT COR,"CR VILADOMAT, 288",933221111,933221111,934948969,08029,367,S,N,N,,N,N,S,,Xhup,gerencia@hscor.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080370,CLÍNICA CORACHAN,"CR BUÏGAS, 19",932545800,932545800,932801455,08017,162,N,N,N,,N,N,S,,N,tlegido@corachan.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080386,CLÍNICA TRES TORRES,"CR DOCTOR ROUX, 76",932041300,932041300,932806488,08017,64,N,N,N,,N,N,S,,N,info@clinicatrestorres.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080399,HOSPITAL QUIRÓNSALUD BARCELONA,"PL ALFONS COMÍN, 5-7",932850000,932850000,932107561,08023,192,N,N,N,,N,N,S,,N,direccion.cqb@quiron.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080403,CENTRE  MÈDIC  DELFOS,"AV VALLCARCA ., 151",932545000,932545000,934340675,08023,264,N,N,N,,N,N,S,,N,comunicació@delfos.cat,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080410,CENTRE MÈDIC SANT JORDI DE SANT ANDREU,"PL ESTACIÓ, 12",933451604,933451604,932740496,08030,57,N,N,N,,N,N,S,,N,clinicasantjordi@csantjordi.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080431,HOSPITAL PLATÓ,"CR PLATÓ, 21",933069900,933069900,932005154,08006,168,N,N,N,,N,N,S,,Xhup,hospital@hospitalplato.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080446,HOSPITAL UNIVERSITARI QUIRÓN DEXEUS,"CR SABINO DE  ARANA, 5-19",932274747,932274747,932111654,08028,170,N,N,N,,N,N,S,,N,informacion@idexeus.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080478,"CENTRO MÉDICO TEKNON,  GRUPO QUIRONSALUD","CR VILANA, 12",932906242,932906242,932112690,08022,285,N,N,N,,N,N,S,,N,dirgeneral.tkn@quironsalud.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080484,HOSPITAL  DE  BARCELONA,"AV DIAGONAL ., 660",932542400,932542400,932542402,08034,350,N,N,N,,N,N,S,,N,virginia@scias.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080497,CENTRE HOSPITALARI POLICLÍNICA BARCELONA,"CR GUILLEM TELL, 4",934161616,934161616,932184448,08006,28,N,N,N,,N,N,S,,N,gerencia@policlinicabarcelona.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080538,CENTRE D'OFTALMOLOGIA BARRAQUER,"CR MUNTANER, 314",932095311,932095311,932002469,08021,70,N,N,N,,N,N,S,,N,info@barraquer.com,,CATALUÑA,BARCELONA,Barcelona,OFTÁLMICO U ORL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080543,HESTIA DURAN I REYNALS,"AV GRAN  VIA, 203",934170400,934170400,934183356,08908,428,N,N,N,,N,N,N,,N,direccio@fssbcn.org,,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'",GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080556,"SERVEIS CLÍNICS, S.A.","CR GARCIA MARIÑO, 4",934174602,934174602,934189172,08022,50,N,N,N,,N,N,S,,N,administracion@serviciosclinicos.com,,CATALUÑA,BARCELONA,Barcelona,GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080575,CLÍNICA COROLEU - SSR HESTIA.,"CR COROLEU, 50",931165500,931165500,933112005,08030,74,N,N,N,,N,N,S,,N,rosa.pujol@hestiaalliance.org,,CATALUÑA,BARCELONA,Barcelona,PSIQUIÁTRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080641,CLÍNICA PLANAS,"CR PERE II DE MONTCADA, 16",932032812,932032812,932057018,08034,26,N,N,N,,N,N,S,,N,doctor@clinica-planas.com,,CATALUÑA,BARCELONA,Barcelona,QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080667,HOSPITAL UNIVERSITARI GERMANS TRIAS I PUJOL DE BADALONA,"CR CANYET, S/N",934651200,934978812,934978843,08916,516,S,N,N,,N,N,N,,Xhup,gerencia.germanstrias@gencat.net,,CATALUÑA,BARCELONA,Badalona,GENERAL,SEGURIDAD SOCIAL,INSTITUTO CATALÁN DE LA SALUD,2019
080673,HOSPITAL MUNICIPAL DE BADALONA,"VI AUGUSTA,, 9",934648300,934648300,934648391,08911,140,S,N,N,,N,N,N,,Xhup,gerenciabsa@bsa.cat,,CATALUÑA,BARCELONA,Badalona,GENERAL,MUNICIPIO,MUNICIPIO,2019
080689,CENTRE SOCIOSANITARI EL CARME,"CM SANT JERONI DE LA MURTRA,, 60",935074710,934603900,934644905,08917,210,N,N,N,,N,N,N,,N,gerenciabsa@bsa.cat,,CATALUÑA,BARCELONA,Badalona,GERIATRÍA Y/O LARGA ESTANCIA,MUNICIPIO,MUNICIPIO,2019
080692,HOSPITAL COMARCAL DE SANT BERNABÉ,"CT DE RIBES, S/N",938243400,938243400,938243416,08600,150,N,N,N,,N,N,N,,Xhup,hsb@hsb.es,,CATALUÑA,BARCELONA,Berga,GENERAL,ENTIDADES PÚBLICAS,PRIVADO NO BENÉFICO,2019
080706,HOSPITAL COMARCAL SANT JAUME DE CALELLA,"CR SANT JAUME, 209-217",937690201,937660947,937694411,08370,233,S,N,N,,N,N,N,,Xhup,nconstans@salutms.cat,,CATALUÑA,BARCELONA,Calella,GENERAL,MUNICIPIO,OTROS PÚBLICOS,2019
080713,HOSPITAL DE SANT JOAN DE DÉU.,"CR SANT JOAN DE DÉU, 2",932804000,932804000,932033959,08950,401,N,N,N,,N,N,N,,Xhup,mcastillo@hsjdbcn.org,,CATALUÑA,BARCELONA,Esplugues de Llobregat,MATERNO-INFANTIL,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
080728,CLÍNICA NOSTRA SENYORA DE GUADALUPE,"CR FRANCESC MORAGAS, 2",934702970,934702970,933712306,08950,159,N,N,N,,N,N,N,,N,chcasas@clinicansguadalupe.com,,CATALUÑA,BARCELONA,Esplugues de Llobregat,GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
080734,HOSPITAL GENERAL DE GRANOLLERS.,"AV FRANCESC RIBAS, 1",938425000,938425000,938425017,08402,306,S,N,N,,N,N,N,,Xhup,direcciogeneral@fhag.es,,CATALUÑA,BARCELONA,Granollers,GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080752,HOSPITAL UNIVERSITARI DE BELLVITGE,"CR FEIXA LLARGA, S/N",933357011,933357011,932607533,08907,1022,S,N,N,,N,N,N,,Xhup,ger@csub.scs.es,,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'",GENERAL,SEGURIDAD SOCIAL,INSTITUTO CATALÁN DE LA SALUD,2019
080771,HOSPITAL GENERAL DE L'HOSPITALET,"AV JOSEP MOLINS,, 29",934407500,934407500,933334543,08906,89,S,N,N,,N,N,N,,Xhup,direccio.assistencial@sanitatintegral.or,,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'",GENERAL,PRIVADO-BENÉFICO (CRUZ ROJA),OTROS PÚBLICOS,2019
080787,FUNDACIÓ SANITÀRIA SANT JOSEP,"CR CARME  VERDAGUER, 56",938032650,938032650,938051586,08700,145,N,N,N,,N,N,N,,N,info@fssj.es,,CATALUÑA,BARCELONA,Igualada,GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080826,HOSPITAL  DE  SANT  JAUME,"CT D'OLOT, 7",938506565,938506565,938507196,08560,90,N,N,N,,N,N,N,,N,gerencia@hospitalmanlleu.com,,CATALUÑA,BARCELONA,Manlleu,GERIATRÍA Y/O LARGA ESTANCIA,OTRO PRIVADO BENÉFICO,OTROS PÚBLICOS,2019
080832,CLÍNICA SANT JOSEP,"CR CAPUTXINS, 16",938744050,938744050,938741254,08241,95,S,N,N,,N,N,N,,N,clinicasantjosep@althaia.cat / cimetir@a,,CATALUÑA,BARCELONA,Manresa,GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080850,CENTRE HOSPITALARI.,"AV BASES DE MANRESA, 6-8",938732550,938732550,938741004,08242,309,S,N,N,,N,N,N,,Xhup,chucm@chucm.org,,CATALUÑA,BARCELONA,Manresa,GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080863,HOSPITAL DE SANT JOAN DE DÉU (MANRESA),"CR DOCTOR  JOAN  SOLER, 1-3",938732550,938742099,938724931,08243,280,S,N,N,,N,N,N,,Xhup,hosp.g.man@hgm.scs.es,,CATALUÑA,BARCELONA,Manresa,GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080879,HOSPITAL DE SANT ANDREU,"CR REMEI DE DALT, 3",938743312,938743312,938731504,08241,191,N,N,N,,N,N,N,,N,,,CATALUÑA,BARCELONA,Manresa,GERIATRÍA Y/O LARGA ESTANCIA,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080885,GERMANES HOSPITALÀRIES. HOSPITAL SAGRAT COR,"AV COMTE DE LLOBREGAT, 117",937752200,937752200,937751994,08760,488,S,N,N,,N,N,N,,N,scormart@comb.es,,CATALUÑA,BARCELONA,Martorell,PSIQUIÁTRICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
080898,FUNDACIÓ HOSPITAL SANT JOAN DE DÉU,"AV MANCOMUNITATS COMARCALS, 1",937742020,937742020,937753706,08760,112,N,N,N,,N,N,N,,Xhup,gerencia@hmartorell.es,,CATALUÑA,BARCELONA,Martorell,GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
080930,"CENTRE MÈDIC MOLINS, SL","PS DEL TERRAPLÈ, 97",936680004,936680004,937721570,08750,177,N,N,N,,N,N,N,,N,lluisplanas@clinicademolinsderei.com,,CATALUÑA,BARCELONA,Molins de Rei,GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO-BENÉFICO (IGLESIA),PRIVADO NO BENÉFICO,2019
080945,HOSPITAL DE MOLLET,"RD PINETONS, 6-8",935760300,935760300,935760306,08100,164,N,N,N,,N,N,N,,Xhup,hmolldir@ctv.es,,CATALUÑA,BARCELONA,Mollet del Vallès,GENERAL,COMUNIDAD AUTÓNOMA,OTRO PRIVADO-BENÉFICO,2019
080958,HOSPITAL DE SABADELL,"CR PROLONGACIÓ TAULÍ, S/N",937231010,937231010,937160646,08208,861,S,N,N,,N,N,N,,Xhup,direcciogeneral@cspt.es,,CATALUÑA,BARCELONA,Sabadell,GENERAL,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,2019
080977,"BENITO MENNI,COMPLEX ASSISTENCIAL EN SALUT MENTAL.","CR DR. ANTONI PUJADAS, 38",936402400,936402400,936400268,08830,774,S,N,N,,N,N,N,,N,hospital@hsc-bmennibcn.org,,CATALUÑA,BARCELONA,Sant Boi de Llobregat,PSIQUIÁTRICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
080983,PARC SANITARI SANT JOAN DE DÉU - RECINTE SANT BOI.,"CR DR. ANTONI PUJADAS, 42",936406350,936406350,936520051,08830,1065,S,N,N,,N,N,N,,Xhup,mvalencia@pssjd.org,,CATALUÑA,BARCELONA,Sant Boi de Llobregat,GENERAL,PRIVADO-BENÉFICO (IGLESIA),OTRO PRIVADO-BENÉFICO,2019
080996,PARC SANITARI SANT JOAN DE DÉU - HOSPITAL GENERAL,"CR CAMÍ VELL DE LA COLÒNIA, 25",936615208,936615208,936306175,08830,246,S,N,N,,N,S,N,,Xhup,hsantboi@hsantboi.es,,CATALUÑA,BARCELONA,Sant Boi de Llobregat,GENERAL,PRIVADO-BENÉFICO (IGLESIA),OTRO PRIVADO-BENÉFICO,2019
081000,HOSPITAL DE SANT CELONI.,"AV DE L'HOSPITAL, 19",938670617,938670617,938672311,08470,100,N,N,N,,N,N,N,,Xhup,secretaria@hsceloni.es,,CATALUÑA,BARCELONA,Sant Celoni,GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
081017,HOSPITAL UNIVERSITARI GENERAL DE CATALUNYA,"CR PEDRO I PONS, 1",935656000,935656000,935892618,08195,286,N,N,N,,N,N,N,,N,hgc@hgc.es,,CATALUÑA,BARCELONA,Sant Cugat del Vallès,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
081022,CASAL DE CURACIÓ,"CR MARIA VIDAL, 19",937590241,937590241,937500420,08340,81,N,N,N,,N,N,N,,N,curacio@suport.org,,CATALUÑA,BARCELONA,Vilassar de Mar,GERIATRÍA Y/O LARGA ESTANCIA,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
